ulasan,label
"Recently updated and now Spotify barely plays a song before it stops completely. Happens to me and my family who use the family plan. I'm paying nearly 20 quid for this rubbish app. It's disgusting that even after reinstalling, changing settings and anything else I can think of, the bug is still there! Considering the amount of complaints on your forums, how has Spotify not fixed the bug?? Surely someone in their technical team can do their job. If this isn't fixed I will end my subscription.",1
"Review update; my current issue with Spotify is now multiple of my playlists have been jumbled a bit. A couple of songs have moved out of place to the top of my playlists & when I try to rearrange them back into the correct order and press the save button, a song or two gets moved to the top of the playlist; out of place again. & this is paid Spotify, very frustrating.",1
"I love this app and enjoying music on it, but I cannot seem to get it to play all the songs on my playlist. It has a clear preference towards some songs and I don't understand how every time I shuffle the playlist, it queues them WITHOUT FAIL. It's generally popular artists too which makes me think they are either paying for better spots, or the randomize option is not actually random. I have reinstalled the app as of today and it is still doing the same thing as it was before",3
"I switched to spotify from Pandora because I felt the algorithm played music more to your tastes. Plus the list option for Playlists is great. But if you're not ad free good luck playing specific songs you want to hear after an ad. No, it plays other random songs first before you get to hear the song you picked. Also your Playlists have to be randomized to listen to if ad free. You can't pick and choose. I signed up for ads to pick what I listened to but can't get that. Going back.",2
"Spotify is a pretty solid music app. I really do love it however I've noticed with its smart shuffle that each time I use it, it doesn't shuffle my music but rather repeats them. When I try to like something with the new + feature, it says it adds it to liked song but then I check and it's not. I have to manually add it to liked songs and even then sometimes it doesn't register. Please fix",4
The quality of both the desktop and mobile app continue to fall but most notably the mobile app. The only reason I pay for premium is to listen to music offline but the app barely functions without a connection. Why pay so much for something that hardly works? There's so much bloating with unnecessary features and the albums I like are often hit with copyright strikes for their sampling and removed. Corportate greed is at an all time high it seems.,1
"Been loyal since 2010.. I have no idea what has gotten into the Spotify team but this app has become absolute GARBAGE. Song radios just show a bunch of my already added songs on a playlist instead of different songs. Both shuffles won't turn off even when it says it's off. Shuts off sporadically, won't play queued songs, won't add songs, glitches & repeats the same 4 songs, will randomly go back to the beginning of a playlist, etc👎 its becoming unusable. On top of the increased price? Awful.",1
"I hate how if you don't have Spotify premium, you can't really do anything with this app. You can't listen to one song without having a bunch of ads before it, you can only skip 6 songs every hr, sometimes when I play a song that I want, it will play a completely different song instead and even after using up all my skips it still won't play that song",3
"Usually I'm pretty happy with Spotify and it's playlists. I made a bunch of band Discography playlists so I can just sit and listen without the need to change it all the time, but as of the recent update a bunch of my playlists are now uneditable and the app has moved a bunch of songs into the wrong order, as stated I'm unable to correct this. I tried to remake the playlist and it still does it. If the Spotify Devs see this can you please look into this and sort it.",3
"All this time I have been accustomed to the overload of ads interrupting my seamless experience, but now even the basic features like skipping to a favourite part of the song, and listening to songs in order (among others) have been removed from the free version. This is so NOT cool! Edit: Now for free version there's just 6 skips/hour and it doesn't even let me play the song I choose!? SPOTIFY WHAT THE HECK!",1
"i've had premium for a few years now, but i'm genuinely considering cancelling. not only does spotify pay artists hardly anything, but the newest smart shuffle feature is genuinely the worst. i liked the original radio feature, but i hate having my playlist interrupted by songs that don't match. i don't want to have to be on offline mode to ensure that it doesn't turn on, especially when that doesn't keep normal shuffle on in the first place! it likes to turn off shuffle after a few songs now :/",1
"been using spotify for years, and i love it a lot. music is a part of my life and im grateful to have spotify. one small hiccup that i sincerely hope gets fixed. whenever i shuffle an artist, itll only play a select few songs on different devices, e.g. on my phone, it only plays a few and not the entire discography, while on the computer it plays it all. a bit annoying especially when im at work and i want to listen to my favorite artist, please fix this and ill gladly change to five stars.",3
"Spotify ruined music for me. Music is meant to be shared. After having other people play music on my phone in a car trip my listening experience has been horrible. I put on a metal playlist - app plays pop after one song, rather than continue from the playlist. WHATS THE POINT OF A PLAYLIST IF YOU DON'T FOLLOW IT!? What's even worse is there is no customer service to call. This is like breaking up over text. I can't recommend this as a paid service and have cancelled my subscription.",1
"TL;DR - Before asking users to rate the app, make sure it isn't going to have something break within seconds of closing the annoying ""rate us!"" popup. Today, Spotify asked me to rate them on the store. Also today, every one of my longer playlists has had the position of its first song swapped with a song halfway through the list. I have used Spotify for many years, and in all that time they've continually updated the app to be worse - this is just the latest (and weirdest) instability so far.",1
"I absolutely love it! Genres covered and vast array of music/songs available are unbelievable. Fast and easy downloads are great. However, I have two issues: I can not delete some downloaded stuff. Mandarin songs seem to have been chosen by somebody speaking cantonese and by Hong Kong artists singing in mandarin. I need the real main land music, old and new.",4
I am giving Spotify for star rating because one sometimes when I'm on my Xbox my music just stops on an ad the ad doesn't continue playing on and it literally comes to her after quit the app reopen up the app restart my whole playlist cuz they don't tell me where I was and it's so annoying to do that every hour or two . I think that Spotify makes a lot of the music app standards and it creates the playlist just for me and my type of music that I like and enjoy listening to thank you Spotify,4
"Evrything was great tbh. This used to be my go to platform to stream music. Huge library of songs, artists, podcasts. What not to love right? But from a few months back the need for a premium subscruption has been growing. Enjoying a sad playlist, NOPE here comes the add. U can't go to a specific part in a song. Like, that's supposed to be one the most basic things you would want from your music streaming app. It still does holds superiorty to the yt music app because of background playing tho.",2
"I've been using Spotify for years and liked it a lot. But since I got a new phone with Android 14 it all went downhill - playback is going silent at random and not even skipping to next song. Also, connection in my car is also unstable, sometimes it plays, sometimes just silent and I need to reconnect. Seems like mix of OS version, BT (?) and Spotify problem. Which wasn't there on Android 12 with same app version. If this is not fixed soon I'll stop paying for this and find another app.",3
"It is a convenient app since it has a huge selection of music and podcast. However, if you really care about music, you just gotta hate the way Spotify is compressing the files, taking away every single detail you would hear on vinyl. Truly awful. But I guess the main target group doesn't care about these things.",2
"keeps playing suggested songs while im listening to playlists, if i wanted suggested songs I wouldn't put together playlists. Plus the songs have nothing to do with the playlist. Keeps playing 4+ ads at a time. When I'm trying to find a song and click play on it it never plays the song, instead it plays a song by the same artist. On computer it's fine but mobile is horrible",1
"It's an okay app. I do notice however when your listening to an ad that's supposed to give you 30 minutes of uninterrupted music after listening to it, it's not true one time it only played one song before going to another ad. Another time it played a little under 20 mins before going to an ad. I just don't like the lies. On top of that you upped the price of the subscription and all I have been dealing with since then is Spotify constantly crashing or not working at all.",3
"Usually I give Spotify 5 stars since I use this app a lot... but now I'm dropping it a bit since I'm not a fan of how buggy it's becoming a little. I'm having this issue where you arrange songs and somehow, a different song gets put on top of the list when I never even touched it. I'm not sure if it's just me, but this is actually annoying and I was freaking out thinking someone is messing with my account. Any advice or suggestions would help please... and thank you.",2
"I love this app. But there are so many things that need to change for the free plan. 6 skips per minute? Not being able to pick a song to start with? I didn't mind the ads when I could pick a song to play and skip songs freely. But still, too many ads. I once got like 4 in a row. It is infuriating that I can not skip more than six times an hour. I want to make a playlist for songs I want to listen to now, but I'm not certain I'll even be able to listen to a song that I want to in a new playlist.",2
"Pauses every few minutes both on lock screen and in the app itself. But ONLY when my Bluetooth Speaker is connected. Tried everything, log out, change password, reinstall app, nothing fixes it. Happens both on S22 Ultra and S24 Ultra. EDIT: apparently factory resetting the bluetooth speaker (NOT PHONE!!!) fixed it. Been listening for close to half an hour, not a single pause.",4
"This app is terrible. Can't preview songs, can't choose what songs I want from my own playlists, shuffle function is a joke. Tried using Chrome app to log in, and same issues, and can't even find my own playlists after I log in. Deleting from my phone, I'll use the desktop web version but not the garbage they have for mobile.",1
"Usually I ball out with this app, however recently my alphabetical playlist has been bugged. Songs from the ""L"" section of my playlist are being swapped with songs from the ""A"" section of my playlist without my input and everytime I fix the playlist, the songs just swap again. Until they fix this bug I don't recommend the app.",1
"Great content, suggestions, and well organized. For a while the app was running slow on start up, but that seems to be figured out. My main gripe now is when you navigate to a podcast, it takes you to the newest episode rather than back to where you left off. Not sure why they removed that feature.",4
"I've been a Spotify Premium user years. This might soon change. Spotify support and connectivity for Chromecast is absolute hot garbage. No song is playable, and Spotify continue to skip through every song on the list, without playing any songs. Uninstalling, clearing caches, resetting phone, resetting Chromecast, resetting network. Every app but Spotify works perfectly. This has been an issue for several weeks now and there are still no solution to this problem.",1
"So pathetic app, can't even choose the music I want to play. It play some other song which it recommendes i.e not from my own list. It's showing to opt for premium. Its ok if you promote the premium features but don't make it as a headache for the user, feels like you force someone to do what you want. The non premium users are fine with the ads but please allow us to play the music we want to hear.",1
"App is really buggy lately, I just think it's too bloated and doesn't have enough testers. Constant connection issues, even when my wifi or data connection is strong and other apps can connect. Playlists and queue skip all over the place. I just think Spotify is so ubiquitous now they stopped caring, since they figure folks will keep using it. But they really need more UX testers, the poor quality control is very noticeable.",2
"The last several days, I've been using the Spotify app and I found one annoying issue that when we press the headset's center button, music begins to play even app is not running in background. This problem also happens with Bluetooth headphones. I've reported this issue with screen recording and the steps to reproduce it, but instead of fixing the problem, they keep requesting me to run the test cases in my device. Its your job to reproduce it and fix it right? Very very worst behaviour 🤬🤬",1
"I don't know if anyone else has this happen, mine just randomly skips to a different podcast. Example, listening to listened to The Strata, S2 Army of One PT 2 and when that was done it went to Dungeons & Daddies S2 episode 7 and now it happened again, listening to creepsmcpasta and instead of going to the next cast, it jumped back several casts from where I was just listening. Please fix this!!!",3
"I only used Spotify for asmr but one feature instantly messed it up where without premium you can't play artists albums in order. It randomizes there tracks from various albums meaning albums are pointless unless you have premium which I'm unwilling to pay for. I'm just gonna go use sound cloud cause at least they don't FORCE YOU TO PAY TO LISTEN TO SONGS IN ORDER! Thanks, spotify, you money hungry jerks.",1
With updates it's getting more and more annoying. I mean you open app for listening music.. nope you will have to listen and watch 2 or more ads. And then you can listen.. oops don't you dare to flip to other song you might have to listen another ads and guess what u can't re-play that song after. Very very annoying and not friendly . I don't know what is happening just premium package seller app.,1
"I typically love Spotify. I've been using it for years and I love all the features! However, after this last update all my downloaded songs disappear consistently even after re-downloading and I can no longer listen to them offline. This is especially an issue because I have my own music I add to Spotify from my PC and I can typically hit download on my mobile version and listen to those songs mixed in with the music that's already in Spotify even away from my PC. Hopefully this gets fixed soon.",3
"I understand that Spotify wants users to buy premium but the updates are getting more and more ridiculous. As basic function as a 'shuffle' isn't even doing its job, I can't replay or skip to the part of songs, everytime I have to reopen the app and play the songs from the beginning this is really annoying & not even counting the amount of ad interruptions. Even If these basic functions are not free then I think we gonna need to switch app soon.",1
"I've had Spotify premium for many years now but I'll be cancelling soon. The main reason for using Spotify has always been music discovery, which now has become completely useless. Barely any new songs have come up in the last few months, it constantly plays the same songs over and over.",1
"I have been using the app for years now, and all was fine just up until a month or two ago. I have premium, and for some reason, half of my playlists won't load while I have no internet connection. And now, for the past week or two, I've had problems where even whilst I am using internet connection, it says all of my songs are not downloaded.",3
"Spotify is one of the most manipulative and annoying apps, used to be fun, but always upgrading nothing new/ changes. The most annoying issue(?) the app SHUTS DOWN in the middle of a song. An endless boulevard of mindless commercials!Lately, they've promise 30 minutes free music after ADS, not true, lies every other song Interrupts with ADS! IT'S BRAINWASHING. It promotes Alzheimer's. Like cable TV it's commercials, you don't remember what you were watching, constant interruptions memory loss.",2
I would rate the app much higher except for a glaring problem. I like to listen to music as I try to fall asleep. Spotify has many great options to choose from but as I try to fall asleep the adds wake me up because they are played at least at 5 times the volume as the content. AN OBVIOUSE TACTIC TO TRY GET YOU TO PAY FOR PREMIUM! A SHAMEFUL BUSINESS PRACTICE!,1
"The UI and non premium features are slowly deteriorating. Free accounts can no longer enhance/smart shuffle playlists (incorporate similar songs but not fully add them). Also, I can't add playlists to my profile. Most of my playlists are public, but only a few show up on my profile. The option to add the rest is nonexistent. I've been using spotify for a few years now, and it just gets worse with every update. It's very obvious how stingy they're being with non premium users :/",3
"This app has gotten so laggy and buggy it's almost unusable, can take upwards of 30 seconds to change to the next song or go to another menu. This wasn't the case a few months ago, after a certain update it became like I was using a computer from 2000 that had too many apps running.",1
"I'm changing my 5 star review to 2 stars because of these reasons. 01. I'm a premium user since years, and sometimes the shuffle button broke. It always enables the recommended songs to my Playlist even I turn it off. It's very frustrating. 02. Ordering a Playlist is broke and the app is messing the order by it self. This is definitely BugSpotify now.",2
"Everything is good but they are asking for premium in everything. like if you want to change the song you need premium,if you want to make the song in repeated mode you have to take premium.what the hell Spotify is doing.if there will be a option of 0 rating then I would like to give 0 rating.spotify used to be my only favourite aap for song but now I don't think so I will go back to Spotify and the most important thingthe ads are just like too annoying.Really disappointed by Spotify.",1
"Smart shuffle breaks shuffle constantly. For the love of god make smart shuffle it's own individual button and not built into shuffle. If I hit shuffle and I don't like the shuffle I want to unshuffle then reshuffle, something that took all of 3-4 seconds before now takes 10 seconds minimum if not more because it has to load songs, and it doesn't help if Internet is slow. I can't every freaking disabled it. Not user friendly and as a user of 7+ years very disappointed.",2
"It's an amazing app, it's definitely my favourite music app. I did have a small problem though I bought premium and cancelled a month after in the playstore because I wanted even though it was amazing, and it didn't cancell it took around €22 out of my account if you want to cancel please do it on the app!!",4
"Such a Bad experience. In starting I loved Spotify. But now, I m going to uninstall Spotify At every move they just ask for premium. I can't even play next song now because it's shows a popup that ""u have got 6 skips per hour. U will get more skips tomorrow"" what is this yrr.. such a disturbance while listening music. After having good network, it shows u have no internet connection. Why dude?",1
I love the app. I can listen to so many different types of music and I love it. But i've come across a problem. Sometimes I will be listening to music and then stop it for just a second but when I try to reopen the app to resume listening it does not load at all and gives me a blank screen or it will load for a long time and then tell me there is a problem. I can't figure out why this is happening please help.,4
"Always locks up, I'll be listening to a podcast and then pause it, come back a few hrs later or even next day and I'll hit play and nothing happens, acts like I don't have service but I do. Reset the phone, close the app none of that works. End up having to uninstall and then re install to get it to work. Extremely annoying",3
I liked it before but not now since new update. I think you have to make it completely premium. Because it is not suit to say it free . There is a very limited chance even to change or skip songs. I can't play manually after the limit is end. I can just to pause or play. You want premium for everything all except it. Very cheap idea to earn money🙁,2
"No end of problems - kept playing songs but without the sound so tried deleting and reinstalling the app but keeps doing the same problem. Also will randomly switch to a previous playlist when I'm in the middle of a different one, and will sometimes come up with the loading circle when I go into my library. I've downloaded playlists/albums to listen offline while I'm out but it comes up saying this can't be played due to no internet connectivity. Seriously reconsidering using this app",1
"i don't know what happened with the recent update, but the ""add to profile"" option for playlists has disappeared. please do something about this, and maybe other users are also having this problem that they can't add playlists to their profile. thank you!",3
"I love spotify because you can listen to all types of music but i dont have money to get premium and if i dont have it i only get 6 skips for a certain amount of time and i cant even pick the song i want to listen to and on top of that they have the ads that last longer then the 30 minutes we get to listen to the music its just anoying , instead we should atleast be able to pick our own songs like come on .",3
"App is great, i love spotify and have been a member for years. -Edited- I gave the app a 1 star review when they removed the heart to save songs in a simple manner. The method that replaced it is now gone. There is one issue left. Go ahead and squeeze that 1 minute you have while you're at work, but a jam is on to Shazam a song and then save it on Spotify without 5 pops up just to save 1 song. If you save the wrong song, I dare you to hit that button again, you'll get the pop-up to remove it.",4
"If you like paying for a streaming service that proports to offer an add free experience but want to then have ads in your podcasts this is the app for you. What a joke. Paying for no ads, yet every podcast I listen to has multiple ads spliced into it. These are even geotargeted to the point where I am getting Australian ads in American podcasts. Spotify is clearly enabling this and double dipping with the user and advertiser payment. Rort!",1
"App is really slow now, and it won't connect to my house Sonos system any longer. It keeps flashing saying it's connecting, but it doesn't connect. Deleted the app and reinstalled it, done the same with Sonos app. Now looking at other music apps after years with Spotify, it's not what it used to be.",1
"Mobile version of Spotify is kinda wack imo, it won't play in the background (despite settlings) and there no way for me to put repeat on a song :P plus the playlists *I* make I can't even play, it give the recommendations or something. So I don't recommend this PERSONALLY on moblie bc it's just kinda wack, but otherwise it's a good app, lots of songs, good platform, fun things like dates and Spotify wrapped, its fun",4
"I have spoken with customer service probably 6 times. Why can't you guys put out something relevant to all your customers or fix the bug that allows the app to annoyingly auto play when connected to Bluetooth? ""Please reach out to customer service"" I have 6 times and NOTHING WORKS. ZERO. I want to be able to open the app and not have Spotify automatically play in the morning with a new born. I've updated, gone through file manager, logged out of all devices, created a new password, etc. NOTHING",1
"idk what happened but my account is slow just malfunctioning. I can't even open my liked songs anymore, music stops every 30ish seconds, and I've tried everything, believe me. I've tried clearing the cache on the app, theough my phone settings, heck I've even restarted my phone twice. and to add to that, I've done this with all of my devices. I swear, with every update this app gets worse and worse. please fix your app and please fix my account.",1
"first is okay，but nearby the day，the app started got some problem，if i want to arrange song in playlist，it automatic not under my control. Example the 15th song move to the 1st place,but after that the 16th song automatic to the 2nd place or opposite,please maintance and repair as fast as possible thanks again!! It just okay in the computer , computer do not have this problem, only handphone has this problem. it actually is a trouble to me",1
I like using the free version of the app they added Infinite skips back on the phone version and there are less ads then there used to be. But what sucks Is that when you try to get free trial for premium and you have to put in a credit card number (which I am too young to own). Which makes no sense because it's free. I think that is kinda bull.,2
"Without premium this app is useless. You cannot pick an individual song from search or even a playlist. Only 6 skips per hour and ads when half of it is just silence. As is for many people, music is my coping mechanism and not having it is very difficult for me to go about everyday life. Maybe you should stop being so cheap and charge less for premium or at least lower the absurd rules for a premium free account. It's crazy.",1
I'm having issues with accessing downloaded media while using the app when offline. I contacted Spotify for assistance with this and they totally ignored my actual query and blamed it on having a VPN. I fail to see how a VPN is causing the problem when I'm entirely offline. Their app keeps getting worse and they refuse to help customers who are experiencing issues.,1
Force stops all the time now. Spotify use to be able to run all day without force stopping. Now every 30 minutes-1hour it'll just stop for no reason. Getting sick of it. It's updated and I have Uninstalled and reinstalled already. It's just way past the time I go to another app bc putting lyrics behind a paywall? Not being able to look through an artists song and click on it like you use to be able to for free? Are you for real? Plus it's not like they pay artists what they deserve. Do better.,2
At first when I downloaded the app it was too good but now it seems like the app has turned into something else its like you can skips songs only 6 times in a hour like what the heck. u can't choose the song always something else plays up which is really frustrating and annoying like it was ok in the beginning but now it really needs to b changed,2
"This is the worst app of song. We can't play our playlist. It take us away. We can't go backward. Too many adds. We can't play song in order. Many options are gone. The hide song also playing sometimes. Very irritating app. Worst, waste, garbage, irritating, useless app",1
I really love the app and I feel like it's the best but ever since the latest update I feel like it crashed the app of some sort. It loads for a very long time and when it eventually does the music won't play. And then recently if I launch the app it won't load and it will say Spotify has stopped. you guys should fix it cause am not uninstalling it to download it back because Redownloading my songs won't be funny,2
"For some reason, when I add songs to my library and I play them, only about five seconds of the song plays. I can't listen to the full song. Even when looking at albums, I can't see the songs. I've used Spotify without premium before and it was not like this. Disappointing.",1
"It's free, but it's also a headache. I don't have reliable service all day, since Verizon has not improved for the last 15 years, so I download over wifi. Without service the app is basically useless. I think most apps have followed suit. Amazon Music, Audible, and now Spotify require data access even if the media is already downloaded. I use Podcast Addict now.",2
I am a Spotify user from a long time and even introduced it to many of my friends as it has lots of things which other music app does not but now it's annoying I am not able to play any song it ask for premium which is a basic thing in any music aap can't hear any song in a loop can't shuffle can't do anything I want after few songs there is add it just break the flow infact you can't even play the song from a specific time like if u wanna hear a particular line of any song you just can't.,1
"This app's volume is ridiculously low compared to other apps. The free version is so ridiculously terrible in playlist options and number of ads, that I'm better off using YouTube to make a playlist - YouTube's free version allows you to shuffle, doesn't keep trying to play songs you didn't ask for, and actually HAS all the music I want to listen to.",1
It's not giving forward option in spotify as if it is free. But long ago it's good and now ads are not coming in middle of songs but songs are playing little bit in middle of ads. Those many ads after every song. Just changing mood from listening song to uninstalling spotify. I would prefer minus rating if possible and actually this app doesn't worth for one star also,1
"1)Lyrics not loading at any point at all, having to fully uninstall the app and reinstall to remedy the problem, only for it to happen again, maybe a week or so later. 2)Podcasts not playing. I will click a podcast episode, and it will show 0:00 for both the current time and duration. I either have to update the app or uninstall and reinstall to fix it, only for it to happen again only DAYS later 3)Cannot figure out how to change/access account email There are more, but only so many characters.",1
"It used to like this app alot. It's so lack luster now and overpriced. They keep raising the price. The app keeps freezing up. I have to uninstall and reinstall. Sometimes that doesn't even work. It will randomly stop playing my music. I'm just going to go back to buying cds and uploading them to my computer, and just put them on my phone. Also the fact you only get 15 hours for audio books. Yeah I'm gonna get a library card and use Libby app. I'm tired of these companies b*llshit.",1
"I was listening to an audio book. I have 5 minutes left and it says I am out of listening time and I need to spend more money or wait until next month. Absolutely ridiculous!! If I can listen to endless music I should be able to listen to an entire story, no matter the length or month. I will most likely be canceling my Premium Duo subscription. This is very shameful and disappointing.",1
"I don't understand why increase the prices only to destroy the app. As a premium user, I shouldn't have to deal with things like Spotify messing up the order of songs on my playlists (when shuffle/smart shuffle are already disabled). Songs that were at the top of a playlist are missing, and some other songs end up on top. I remove those random songs one by one, only to have another random song automatically pop up in its place. Fix it soon or I'm unsubscribing!",1
"There's something wrong with my spotify. It doesn't load up my playlists when I'm offline even though I have premium and I downloaded all my playlists. However, now, my playlists won't show up at all. Even when I'm online! All it displays are my downloaded episodes and liked songs. What's wrong with your app? Are you trying to make it unusable? I spent money on it, and I'm not getting my money's worth.",1
"Whenever I try to make a playlist it starts playing a random song that I don't even want to hear, and I can't remove it or skip it. I can't even decide what part of the song I wanna listen, I need to listen through the WHOLE SONG for that one part. This is hideous and I hate the app. I love the lyrics and that but it's useless because it gives you limited skips and you can't listen to it offline😐",1
"Awful, offline mode still needs networking on, otherwise the app refuses to play downloaded playlists, and just hangs. Local files put into a playlist will occasionally be ""flagged"" in Spotify as not being valid and ignored in playlists, although they still play directly when not in a playlist. This then requires resetting the app, clearing app cache and files, and re setting up to see the flagged file as being valid again.",2
"Spotify is a pretty useful app and it's one of the best music apps out there, but the only reason why I rated 3 stars is because there is WAY to many ads. Between every 3 songs there's 5 unskippable 30 second ads, there's usually more ads than actual songs. Another problem I have is that the ""30 minutes of ad free listening"" is completely fake. I was just listening and I got a thing for 30 minutes of ad free listening but it only gave me 19",3
"This app sometimes play music. For money it is ok to add few ads in between songs but stopping necessary features for money and adding songs between ads is insane. It is the worst app. you cannot change songs ,cannot play what you want to hear. Downfall of the app starts the moment when they applied cheap tactics to force people to use premium. Please spotify at least bring all the important features it's a humble request.",1
"The update is so annoying. The smart suffle isn't even on. When I'm trying to listen to a specific artist, a song from another artist plays. Even when I'm playing my playlist, songs are playing even though they're not in my playlist. And when you add something to the queue, it's not playing. I even brought premium for the ads and now there's this bug. I listen to music to chill, not to get irritated.",1
"After an ad my music stops & I have to go & turn it back on. When I listen to an artist's (like eminem) playlist for too long, it will start playing trash music not even close to my music taste. I'll dislike it, but yet something similar plays next. There's only a certain amount of times you can dislike bc there's a limit on skips. I want to listen to Eminem & rap artists, not some awful country-jazz mix. I can't get back to rap until I close the app for 30+ minutes, which is annoying & stupid.",1
"Really you guys don't even deserve 1 star rating now. The free version of this app is of no use now. I can't rewind the song, your 'smart shuffle' don't let me listen the songs I want to. Its seems you're forcing us to buy the premium. Thankyou for atleast allowing us to pause and play the song. It was my favourite music app but now it just gives disappointment. With each and every update the app is just getting worse.",1
"Tried making the jump from iTunes to Spotify, but Spotify is so limited in how you can sort a playlist. I tend to sort playlists by the release date, which seems like a pretty simple thing to make available I dont understand why Spotify wouldn't provide such an option. *edit* And now they took away the like button. Not sure why this is so popular when it has so few feautres. Doesn't work well for audiobooks either. Local files have no option to jump 15 secs or save location along the listen.",1
"I use this app a lot, and I mean A LOT. I'm updating my review from 5 to 3 stars because one thing. I don't mind the ads (wich are a lot...) but recently I've noticed that in a lot of songs appears a message that says ""couldn't load the lyrics of this song"". I have a good Internet connection and it really bums me not being able to see the lyrics of a lot of songs.",3
"When i first bought Spotify, i discovered so much new music and also found so many older goldies that i had completely forgoten about. I absolutely loved id. But now, it feels like it has become Youtube 2.0. I get recommended the SAME songs everytime. EVERY SINGLE TIME the same songs in a row. No matter what i do. I play a song for the first time, I like it, i hope i get recomended some similar new music. Nope. Next on queue is the same song as before.Always. Not worth the money anymore.",1
"I love this app, which helps me find good music. The functionality is often altered with upgrades, which can be frustrating. This is especially true when it interferes with being able to edit my own play lists. They did seem to work out a few of the bugs following a recent update, so hopefully this is a sign of progress.",4
"I've used spoify for a while, but only recently have had one major problem with my playlist. Shuffle doesn't work properly anymore. I hit shuffle and it cycles through the same songs, and same order too. I logged out and in, but it did the same thing but with other songs, and automatically is off. I wish there is a way to make shuffling entirely random.",3
"Ever since they added this ""smart shuffle"" the app has had nothing but problems. I spend time creating my own playlists to listen to those specific songs. Then randomly without even touching my phone, smart shuffle turns on. For the love of God, add an option to have it turned off completely if the user wants that.",1
I own the premium ill say that outright. But lately while on data pr wifi when I enter spotify while its open in another tab it just closes out of what I was listening to. Often tells me there's no internet connection when im on unlimited data. I would hate to move money to another app but of you can't fix whats going on then ill take MY money elsewhere :) (update) music will no longer automatically play despite my settings saying so,1
"Podcasts don't work and support just passes me between people that tell me to do the same thing over and over. Edit: this response is the standard response from that email. I have restarted the device, re-installed the app and cleared the cache among other things that it suggested on their FAQ. Support passes me from one person to the next and they all ask me to log in again or restart my phone. They asked for more details but all the app tells me is that nope, not happening when I hit play. :(",1
Occasionally glitches fatally and won't let me access any songs and I can't do anything. Takes a while to fix and they currently haven't acknowledged it but when it does work it's very good. Update: my songs randomly swap places in the library and when I pur them back into their original spots it just swaps with another song. Fix your damn app spotify,3
"Too many ads, random unexplained price increases, free version claims to give 30 mins of listening between ads but actually gives 15 mins at most. If the price increase was to better pay their artists I wouldn't mind, but it isn't. Can't turn off Smart Shuffle, so my playlists are now pointless. No one wants random new songs thrown into a playlist they spent hours making.",1
"Spotify is a servicable app with a solid library of works I liked using. However, I absolutely despise their strategy when a user cancels their premium subscription which I am doing now. The fact that after cancelling, but before the premium runs out (so the app is still paid), I now have very annoying pop-ups in-app and rude e-mails asking me to reconsider, makes me never want to resubsrice. This UX element is hateful, among other new updates such as smart-shuffle and removing the like button.",2
I'd like to know is it that I'm unable to replay the song in my liked Playlist. It makes no sense. I'm listening to a song I really like but I'm unable to replay or pull the song back to my favorite part. And when I want to put a specific song on a constant loop I'm unable to. Seriously Spotify team I thought you could do better than this shame on you. Other than that problem which you should work on by the way. I really the app but you guy make want to rethink downloading it honestly.,2
"The new update made this app the worst. I was fine with the huge number of ads earlier, as long as I could play my playlists in order and loop a song and listen to as many songs as I liked, as long as I could have the basic features, I was fine with the huge number of ads. But the new update makes me want to throw this app into the trash. Y'all are basically telling us to pay or gtfo of your app.",1
"Going downhill fast. The only reason I still use this app is because there isn't much else. The new smart shuffle really annoys me because it will randomly turn on when I'm listening to my liked or another playlist. I don't want these random songs shoved down my throat when I specially choose a playlist. There used to be an ""enhance playlist"" button that let you choose if you wanted such additional content. Apparently Spotify has decided this wasn't enough and now forces this on us.",2
"App on android is underdeveloped and ignored. Devs don't care and have stopped trying. Will soon switch to another music service because spotify has been failing repeatedly for a while now. Smart shuffle is the most universally hated addition to spotify, and the fact they still won't let you disable it in settings shows how little they actually care about user experience.",1
"I am so confused about what does each symbol stand for. Ex., on the right side under where you have things listed, underneath there's like 4 tinyboxes. What does that do? I really wanted to make a full playlist for Pantera, starting with CFH cd and putting every album in order, it was impossible, because everytime I tried, another playlist would come down and not even the right band. From all I've read on here,I would highly recommend going back to the way it was before it became confusing. I wi",3
"I love love LOVE spotify and have been using it for YEARS, but i recently come to find that spotify has gotten buggy and also has been adding random songs to the start of my playlists. I dont know how or even if i CAN fix it, but it's really frustrating.. I love this app and do not at ALL want to give it up. But with recent activites, and the fact of that i can't just have my own playlists without spotify adding a song to the top of them that i don't think i can turn off. I've looked.",2
"It's an amazing app, and the premium is really good. The only thing I would say is bad with premium is the downloading. It takes a bit of storage depending on what you download, and sometimes, if it's downloaded, it doesn't even work. I've downloaded many things, but I can't always listen to them. Overall its a good app though.",4
What an awesome experience I'm having after purchasing premium on Spotify. It haven't even been two weeks and I am just so irritated. It took me more than two weeks to finally make my playlist on this app and now no matter how many time I hit shuffle button i am just unable to shuffle my own playlist this is just so irritating and awful. The only reason I bought this premium was bcz Resso was no longer in service but believe me that little app was thousand times better than this branded misery.,1
"Seriously! For the love of all that is holy! Stop playing another random podcast when my queue is empty! I'm getting really tired of having to remember to go into the app during the last podcast so I can set a ""sleep timer"" just so it won't keep running. This ain't rocket science. Do you guys even use your own app?",2
