content,score
Enak banget denger musik pake spotify... Lagu favorite aja ada semua ada...kasih fitur denger lagu offline dong soalnya aku pengen denger lagu pas habis data.... Semoga di kasih fitur offline nya ya!,5
"Awal pakai seneng banget bisa dengerin lagu sambil menghafal liriknya, dan sekarang cuma bisa dengerin lagu doang, sudah tidak bisa sambil membaca lirik lagunya, mungkin bug atau memang sudah dihapus fiturnya, dan pengguna non-premiun tidak usah banyak harapan, Spotify semakin mengecewakan !!🥲",2
"Apaan ini mau beli premium kok gak bisa sih ?,dan terus kenapa pas keluar dari app spotify malah gak keputer lagu nya padahal tadi nya gak gitu aneh ah KECEWA udah paling bener gak di donload lagi ni app cih.Kesini kesini kok malah makin jelek",1
"Okee background videonya udah muncul lagi, tapi kenapa lirik lagunya banyak yang hilang... Spotify has nothing special other than that please???!!! Mana iklan horor nya makin banyak wtff",3
Bagus sih tapi iklan nya kayak terlalu maksa premium gitu. Abis 1 lagu aja bisa iklan lagi.,3
Giliran iklan suaranya kenceng banget!! Bikin TELINGA SAKIT!!! Bilangnya ga ada iklan tapi kebanyakan iklan dari sporifynya sendiri! Iklannya kebanyakan cerita horor! Not educated! Hellow! Ini media musik kan bukan cerita hantu belau hadeuuhh!! Iklan bikin VERY ANNOYING!!!,1
"Sorry ini mah saya kasih bintang 1 terus INI TEH TOLONG BANGET YA, KALO DI DENGERIN SAMBIL BUKA APK LAIN JANGAN SUKA TIBA-TIBA BERHENTI. Soalnya kalo engga ada lagu, saya ga bisa fokus belajarnya. 😔😔",1
"Tidak jelas aplikasinya , padahal kemarin lancar , saya ingin menyetel lagu favorit malah muncul lagu yang tidak enak , mana tidak bisa pindah lagu lagi , udah bintang 1 saja.",1
"terlalu banya iklan. setiap ganti lagu selalu aja ada iklan, mana gabisa di skip, tolong diperbaiki agar mengurangi iklan² nya..",3
"ini apaan banget dah password tiap saat salah Mulu gw ganti password gapernah susah² anjir kenapa pas mau relog gabisa Mulu passwordnya, gw baru ganti bulan kemaren udah gw inget juga gw catet di notepad bahkan tapi pas di coba malah gabisa tolong dong fix bug ini",1
"Bagus aplikasinya, suka banget sama Spotify. Saran aja nih ya, kurangin iklan horor nya. Kadang jadi takut buat dengerin lagu di Spotify, apalagi kalo malam-malam.",5
"bagus aja sih soal musik tapi kendala nya apa-apa harus premium lirik kadang ga muncul, ga bisa milih lagu sesuai playlist kita kan jadi kesel, maaf aja soal nya user Free",3
"Aplikasunya bagus banget, dah gak seperti dulu lagi. Tapi ada sedikit kekurangan!! 1. Iklan, kalau iklan oklah tapi jangan setiap sekali/duakali putar lagu langsung iklan, malah kadang iklannya bisa sampe 3x/4x dah gitu durasinya 30 detik 2. Loadingnya lama, loading juga kadang bagus, cepet. Tapi juga kadang lemot, dah gitu sinyal sama jaringan bagus dan paket data juga sudah dihidupin tapi malah muncul ""hubungkan ke internet"" kan bikin kesel. Jadi tolong diperbaiki & ditingkatkan lagi spotify.",5
"Makin lama semua nya jadi premium, apa apa premium, jadi kesel saya, premium terus, premium terus, saya kadang kadang gk nyaman ngedenger lagu",3
"aplikasinya oke cuman iklannya bikin merinding karena banyak yang horor, kadang aku pake Spotify buat tidur tapi karena iklan itu jadi kebangun. jadi tolong banget kalo mau ngasih iklan jangan yang horor horor gitu 🙏🏼🙏🏼",4
"enak aja sih buat dengerin musik tapi, aku sebagai pengguna gratisan untuk iklan podcast horor itu agak serem yah😭😭 apa lagi kalo mlm² gitu lampu di matiin mau dengerin lagu buat tidur pake earphone gitu serem weee😭😭 tolong lah kalo podcast horornya di kurangin🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 saya takut🙂🙂 (kalo bisa diilangkan sekalian(kalo boleh😋))",5
"Maksa banget buat premium sampek dengerin lagu gak sesuai sama playlist nya, mending sekalian dah tuh ilangin fitur playlist buat yang gak premium, udah gitu buat lyrics juga banyak yang hilang haduehhh",1
Thanx spotify... Bs ngerasain musik gratis lg kaya dulu... Cuma klo dlu ak bukan spotify...dan bedanya klo skrg lbh keren tampilannya ad lirik nya di bawah nya. Makin canggih aja skrg. Smoga gratis selamanya yaa... Krn ak jg dengerin nya jarang2 sih klo lg free dr kerjaan. Buat temen hiburan dikalansantai aja . 😀,5
"Aplikasi mendengarkan lagu terbaik sepanjang masa mereka mengetahui genre apa saja yang disukai oleh pendengarnya LUAR BIASA,dan ditambah ada fitur kilas balik yang ada di penghujung tahun Spotify keren.",5
"aku biasa nya dengerin lagu sekitar jam 00:00 ( jam 12 malam ) atau juga 01:00 ( jam 1 malam) jadi pas lagi enak denger lagu tiba tiba ada iklan horor yang buat aku takut dan aku suka dengerin lagu nya malem karena biar fresh dan sekalian sholat tahajud .. , kalo mau tidur lagi jadi gak bisa tidur gara gara iklan tersebut yg podcast horor..mohon kurangi iklan nya. supaya naik bintang 1",4
"Bagus banget kaya bisa dengerin lagu nenangi diri tapi masalahnya lagi enak denger lagu malah iklan😭 dan saat saya mau memutar lagi kenapa malah bilang nya ""putar lagi lagu nya besok"" kenapa ya tolong diperbaiki ya",4
Bagus sii.. Lancar jugaa.. Tapi.. Banyak lagu yg ga ada lirik nya pdhl niat nya buat hapalin lagu itu.. Jadi untuk developer diperbaiki lagi ya harus ada lirik nya disetiap lagu^^,3
"Sudah di kasih rating 1 feedback juga, kenapa tidak ada perubahan Hah, pengembang punya otk ga sii? Klo orang ga suka iklan horor jngn d tampilkan lgiiii ngerti ga si?? Udah d bilang di feedback saya tidak suka, saya terlalu sering, dsb masi aja iklan sialan itu muncul, iklan yg lain saya denger kok saya suka kok, tp iklan podcast horor ga guna itu ga butuh saya, tolong lah",1
"Kadang lagi dengerin playlist sambil baca komik online sbg, tiba tiba lagunya berhenti trus pas di play lagunya ngulang lagi dari awal dan pas mw lanjut baca eh lagunya berhenti lagi gitu terus sampe gw sebel parah Pls di fix karena gw g nyaman bgt (Mungkin klo udh di fix gw tambahin bintangnya)",2
"Kenapa Gabisa Login yaa?, Selalu pas login harus ngulang karena gak bisa, Padhala ""udah bener"" dari Email & Pw, Trus juga sama aku udah coba login ke Browser Bisa, Tapi pas di Aplikasi Spotify gabisa, Padahal pengen banget bisa dengerin lagu Spotify..",2
"Sangaaatt bagusss, bisa mendengar musik secara online tanpa ribet ribet download lagu lagi di HP, tidak lag dan sangat complete lagu lagunya!!!",5
"Bagi saya sih udah mantap lah min cuma bonus gratis nya di panjang'kan lah gak masalah ada iklan asal ada bonus gratis nya, dan walau ada kurang di spotify, contoh kalo kita nyari lagu yang unik unik kadang gak nemu tapi gak app lah,yang buat aku suka tu bisa main music di latar belakang itu udah 1 poin + buat spotify dari saya... 🙏🙏🙏😊✌",5
"Iklan Spotify menyeramkan tidak bagus, aaya sudah tidak menyukainya tetap saja di tayangkan iklan podcast horor. Tolong perbaiki lagi karna saya suka jantungan mendengarkan iklan horor !!",1
"Aplikasi nya bagus lagu lengkap tp lama kelamaan aplikasi nya g jelas, kebanyakan iklan,lagu yg udah di download g bisa di didengarkan secara offline",1
"akhir2 ini kenapa banyak lagu yang gabisa diputar? padahal saya dulunya mendengarkan lagu itu bisa bisa aja, saya pake premium dan sinyal saya lancar menggunakan wifi.",4
"Gw mo akses premium mau bayar malah dapet info *Tidak Dapat Menghubung*(periksa pengaturan mu atau coba lagi nanti) gw udah kasih semua perizinan mengenai apk spotify di setelan gw, gw udah coba berkali kali tetep nggak bisa, klo gw cobain tweerusssss sampeee gwooooblokkkk pun kayaknya kagak bisa, tolong benerin bang cepetttt!!!!!!!!!!! Klo develop yang PECUNDANG wkwkwkwkwkwkwkwk jawab bang wkwkwkwkk",1
"apk jelek tidak menanggapi mulu jingan. lagi asik dengerin lagu mati sendiri padahal gua pake wifi sinyalnya juga bagus, woi admin tolong benerin ni masalah dong, gua juga gatau sih ini emg dari sananya apa bug:v",1
"Aplikasi untuk mendengarkan musik yg sangat baik, banyak sekali berbagai macam pilihan genre yg bisa kita dengarka. Dan ada pula podcast jadi bisa menemani kita saat di perjalanan",5
"Spotify kenapa kok lirik lagunya hilang ya padahal udah di update trus pas dengerin musik selalu ngelag"" padahal data masih banyak bahkan baru beli tolong pihak spotify apk nya diperbaiki supaya nyaman dipakai",2
"Kalo ngasih iklan rada ngotak dikit napa gw enak enak dengerin lagu tiba-tiba iklan tentang podcast cerita hantu dan kenapa selalu muncul ketika gw mau tidur tolong kemaren gw begadang sampe pagi gak ada tuh iklan podcast yg nyeritain hantu knp pas gw mau tidur doang, apa mimin emang sengaja????",2
"Sebenernya aplikasinya bagus, tapi penggunaan iklan horornya sudah terlalu keterlaluan, di bandingkan dengan menggunakan pengiklanan yang menarik atau sesuai dengan pengguna, spotify lebih memilih menakuti penggunanya dengan iklan horor, kalau kek gini terus mending youtube musik aja",3
"Kenapa yaa misal saya dengerin spotify sambil buka yg lain sering banget musiknya tiba tiba mati sendiri, padahal saya juga gk buka yg video tapi tiba tiba mati sendiri, dan gak cuma sekali dua kali, tapi berkali kali. Itu kenapa ya??? Apa hp saya yang jelek???? Iya sihhh saya gak premium tapi kenapa harus mati mati sendiri gitu lhooo gak seru jadinya",3
"update akhir"" ini sgt mengganggu. apalgi iklanny tmbh bnyk, lirik g bsa d muat d semua lgu, apalgi lgu yg dr luar mw ngehapalin jd susah, but i'm enjoyed the song but... ad beberapa bug yg agak mengganggu kyk bsa tgnti sndri lh nnt tepause sndri, dll, bug-bug ini sgt mengganggu jd.. tlg cpt diperbaiki bug-bug ini. dan jg skrng d batasi pemutaranny jd 6x sehari jd g seru tw.",3
Aplikasi yg bagus bgt tapi tolong lengkapi lagi dong album penyanyinya terutama band band era 90an sampai 2000an awal karena albumnya banyak yg gak lengkap dan mohon koreksi lirik yg salah dan ketuker dg lagu lain,4
"Bagus banget, bisa diputar di latar belakang, cuman ya itu...apa suka ngelag gitu saat mau ganti lagu tuh....loading..gak langsung ganti lagunya...",5
"halah tayi banyak iklan , setiap ganti lagu udh pasti iklan. bg tapi kan lu blm premium!! iya gw tau blm premium njg tpi iklannya jgn setiap ganti lagu lah , minimal 3-4 lagu baru iklan ,ajg² bosen gw lama² dengerin iklan trus",1
"Aplikasi bagus, tapi kenapa sekarang banyak lirik yg ga bisa di muat, padahal di bawah lagunya jelas tertera ""LYRICS"" tapi banyak lagu lagu yg dulunya biasa saya play ada liriknya sekarang malah ga ada, ""tidak dapat membuat lirik untuk lagu ini"" Ataukah cuman di HP saya, saya mohon kepada developer supaya bisa di cari tau kesalahanya dan saya bisa menikmati musik sesungguhnya",4
"Kok iklan nya ganti ga kaya dulu, sekarang iklan nya ngebosenin:(, gaseru banget kalau jadi temen belajar, terus tentang luar, aku sih lebih mending iklan tarek tarek drpd iklan yang baru, padahal gapernah pakai vpn atau pengubah wilayah. Tolong dong gimana ini:(((",1
"kok sekarang kalo buka Spotify sering banyak bug ya kaya ""tidak ada koneksi internet"" padahal internet nya lancar² aja bisa buka tik to k , yt tp kalo buka Spotify loading tolong di benerin lagi!",2
Bnyk bgt sya download musik kdang awalnya msuk lama² file musik ini tidak terdaftar pdhl musiknya ada difile download dan file musiknya pas dicari diaplikasinya musik yg dicari malah musik lain yg muncul pdhl sinyalnya bagus tolong sdikit diperbaiki lgi terimakasih,1
"5 star soal nya Aplikasi nya bagus.. tidak ada error atau lag sama sekali, worth it untuk di download jika mau mendengarkan musik. Kelebihan : Bisa mendengarkan musik diluar aplikasi tanpa berbayar Bagi yang ingin mendengarkan musik sambil main game silakan download aplikasi Spotify.. Soal nya ini worth it kalo buat mendengarkan musik sambil main game, Keep it up Spotify 👍",5
"Spotify bener"" aplikasi yang bagus banget, apalagi buat yang suka denger musik, y walaupun kadang suka iklan karna maklum lah pengguna gratis😅",5
"Sumpah yah iklan muluk iklan muluk habis habis lagu lain iklan lagi udah selesai lagi lagu lain iklan lagi ,semuak itu kah ,masih ada iklan sampai 3 kali dipikir dikit ehh oke lah ada iklan tapi ini tiap beda lagu iklan lagi gitu gitu muluk muak tau Spotify,iya emang harus premium tapi ngak harus kayak gini lohhh ,kesel banget sama Spotify sekarang,nyesel banget",1
"Ngga enak pokoknya fitur yg sekarang, masa tibatiba ngga bisa dengerin musik yg kita klik . Baru bgt sebelumnya bisa, knapa sekarang ngga bisa . Jadi aneh",1
"Ini Spotify kenapa sih? Masa setelahku update malah gak bisa milih lagu bukan gak bisa, bisa tapi dibatasi padahal dulu sebelum update bisa bisa aja tuh padahal aku gak premium, sekarang setelah update malah gini jadi nyesel update aku wak😁",2
"Kurang di Delay start lagu kalo lagi pause trus play lagi, bass equalizer sering bocor, banyak lagu yang di blok, bug lirik (anj lah gw mau dnger Mojang Priangan di block jemb-) ya pokoknya itu yang inti intinya masalah di Spotify, mohon kpd pihak Spotify untuk memperbaiki supaya gua bisa denger mojang Priangan 😁",3
"Spotify tolong di perbaiki masalah ketika masuk, masa ini saya mau dengerin musik loading terus padahal sinyal saya 4G+ aneh aplikasinya. Tolong perbaiki lagi",1
"Ui yang sangat bagus, dengan visual yang menarik. Dan sangat praktis bila digunakan vaik di mobila maupun desktop, dan juga ada fitur spotify wrapped yang selalu ditunggu pengguna tiap akhir tahun",5
"Minusnya : 1. Masalah Suffle urutan jangan lah di buat premium. 2. Iklan, malah numpuk jadi males mau muter mp3 nya 3. Jangan parah juga lah banyak iklan",2
"aplikasi nyaa bagus bangett🌷‼️ listening to songs on Spotify is really nice, tapii akhir-akhir ini ga bisa liat lirik nya, lirik nya ga muncul, pas nge cek di lirik malah ada tulisan “Lirik tidak tersedia”, tapi gapapa aku tetep suka🫂💕",4
"Saya udah lama pake spotify, tapi akhir akhir ini pas putar lagu gak ada liriknya ""tidak dapat memuat lirik dalam lagu ini"" itu kenapa yah?? Atau sekarang emang harus premium dulu baru bisa liat lirik? Saya instal spotify karena ada liriknya, terpaksa harus uninstal dulu deh.. mending yt music aja atau trebel",1
"Aplikasi ini bagus banget tapi ad kendalnya, kenapa nggak semua lagu bisa liat lirik, soalnya saya suka membaca lirik sambil mempelajari bahas inggris jika putar lagu bahasa inggris, jika di update mohon ad liriknya dong, Plisss🙏",5
"sumpah awal download enak ada liriknya. tapi lama lama kok makin berkurang lagu yang disertai lirik. kadang, kalo mau skip lagu pasti jadi iklan padahal sebelumnya udah iklan. tolong dong perbaiki. udah nyaman pake spotify, yang penting ada liriknya deh.",3
"iklannya super parah sekarang, sekalipun gak akan ada iklan selama setengah jam tetap aja baru dengar 2 lagu iklan sudah muncul, ditambah banyak lagu yang tidak muncul liriknya, terlalu sia-sia ada fitur lirik tapi tidak bisa dimuat",1
"Aplikasinya jelek. Bilng bisa di download lagunya, padahal tidak bisa di download, selalu mendikte. Sumpah aplikasinya jelek banget, gue menyesal sdh menginstal aplikasinya ke-2 kalinya",1
"pls spotify sekarang kenapa ya,semakin banyak iklan,lirik tidak dapat di muat di semua lagu, kadang susah buka spotify padahal wifi lancar kuota lancar,,tolong dong min perbaiki lagi,,padahal spotify dlu ga gini deh😂",2
"aplikasi nya cukup bagus, tapi banyak banget yang harus membayar, iklan nya yang kebanyakan agak menganggu dan lirik yang gabisa diliat di semua lagu itu udah cukup menganggu, saya harap ini bisa membantu biar aplikasi nya makin maju",3
"Maksa bngt premiumnya, mau putar lagu smpe 3 iklan plus 2 iklan pas ganti lagu, lebih lama an iklan dr pada musiknya, mana lyrics pun sekarang harus prem. Makanya makin banyak yang GANTI app 💀💀",1
Hi spotify kenapa sekarang tidak bisa masuk untuk beli paket premium. Padahal saya sudah login fb dan masuk di akun spotify saya. Tolong apa yang harus saya lakukan untuk bisa kembali menikmati fitur premium di spotify?,2
"Yang bener aja lah, orang mau buka paket premium malah gabisa dibuka, gimana caranya mau denger lagu bebas tanpa batas kalo paketnya aja gabisa di buka, ujung² nya ga premium, tau sendiri kebijakan ga premium dibatesin denger lagunya, apa enaknya kalo kaya gini, dibenerin lagi lah sistemnya.",3
"Bagus bangettttttt aplikasinya kita di sini bisa denger lagu sepuasnya, jadi aku saranin kalian download aplikasi ini aja sihhhh gak ketipuuu , tapi tolong kenapa yah kalo lagu lagu dari luar kadang tidak ada lirik nya tolong dong ya di berikan lirikkkk , itu aja sih untuk kekurangan nya trimakasih🙏🙏",5
Sengaja ya pasang iklan-iklan horror agar orang beli paket premium? Kelihatan banget pengen cuan yang instan. Padahal iklan sebelumnya lebih bagus dan menarik ketimbang sengaja promosiin yang begituan.,1
"Spotify tolong dong perbaiki bug nya masa saya mau melihat lirik lagu tapi tidak bisa malah di bilang begini di lirik nya ""Tidak dapat memuat lirik lagu""padahal jaringan saya baik² ajh tolong dong di perbaiki bug nya.🙏😁",1
Ya bgs lah yaaaa cm krn sy gk premium jd ada iklan. Dan untuk kalian yang ingin mendownload mending kalian pilih premium aja deeeeh......... 😁😁 Dan spotify sy ini makin kesini lagunya itu sebenarnya ada liriknya cuman tulisannya tetapi pas saya tinggal dan sy ingin dengerin lagi sy rada bingung krn tulisannya lngsng putih tdk abu² dulu baru putih setelah di dengar,5
"Keren abis apalagi fitur suffle otomatisnya, tapi kayak ada yg kurang aja gitu.... Cuma kadang mau daftar itu agak sulit untuk beberapa kartu Bukan yang sempurna, tapi baik untuk dicoba dan keren 😊🙏",4
"Menurut aku kurang ya update yang sekarang, soalnya iklannya makin banyak apalagi buat pemutaran lagu sesuka hati itu dikurangin(mungkin?) tapi ya masih bagus bagus aja.",4
"Menurut saya ini udh bagus tapi semua fitur yang paling di perlukan seperti Mutar lagu bersusun, ini Mutar lagu nya di batasi!? Apaan sih!?, mending beli premium YouTube aj lebih bagus",4
"Gw akuin app ini bagus,cmn klo emng lagi ada something di serverny,kasih tau kek klo lagi ada maintenance. Gw mo ambil hadiah gw disana kgk bisa. Gw mau minta bantuan kgk bisa. Mau lu apa?! Iklan doang dikencengin, pelayanan makin bobrok...",1
Masih ada bug nya contoh saya mengunakan Wi-Fi saat nonton yt buka aplikasi lain lancar-lancar Aja tapi saat buka sportify aplikasi nya membaca bahwa anda sedang offline tolong di perbaiki bug nya,1
Saya saat sedang mendengarkan lagu tiba2 log out dan saat mencoba login kembali dengan email dan pasword yang sama muncul ada yang salah setalah itu saya tidak bisa login kembali. Mohon di fiks bugnya,1
tolong di perbaiki segera! kok ini lagu semua ga bisa di putar dan semua lagu favorite hilang? kenapa spotify selalu begitu? bikin kesel tau gak? woi kok ini ga bisa lagiii???? perbaiki lah woiii!!!!,1
"Tolong ya... Kalo ngasih iklan itu yg biasa biasa aja, gw denger lagu malem malem mlah muncul iklan horor. (Tau sih klo g pake premium) tapi iklannya yg lain aja dong. G bisa tidur jadinya",3
"Mohon untuk spotify indonesia, untuk kenyamanan bersama di mohon untuk tidak menayangkan iklan yang horor karena itu bisa menyebabkan ketidaknyaman dan timbul trauma. Mohon dipahami dan tidak ditambahkan kembali iklan horor, diharapkan dibaca oleh petinggi"" yg lainnya, terimakasih",4
"Pliss iklan yang podcast serem"" Itu bikin gak nyaman... Paling gak yang podcast serem"" Itu jangan diputer pas malem lah... Niatnya mau tidur nyenyak sambil dengerin musik malah gk jadi tidur gara"" Iklan podcast serem",4
Aplikasi nya sangat bagus enak sekali kalo ingin mendengar kan musik saat ingin tidur karna bisa di putar sesuai playlist Terimakasih Spotify,5
"Terlalu banyak iklan, dan sekarang lagu tidak ada lyrick nya. Jika kualitas semakin menurun saya akan uninstal dan ganti ke app lain.",1
Tolong lah iklanya di perbaiki ganggu banget stiap ganti musik harus iklan dulu mana iklanya gak bisa di skip lama lagi iklanya klo gak niat buat apk untuk musik isi iklan aja semua,3
"Iklan banyak banget,1 lagu 1 iklan,lirik gabisa ke download. Versi yang sekrang jelek banget banyak minusnya. Tolong di perbaiki min",3
Bintangnya tar di tambahin klu sistem nya di rubah karna gedek puter musik metal tiba² lagu jazz ikut ke putar tolong lah kalau di band itu ya band itu saja jangan di putar yang bukan band yang di pilih ikut di putar ngeselin bet dah klu sistemnya berubah saya tambahin bintangnya dan saya beli versi premiumnya,2
Aku suka banget terus iklan nya gak banyak biasa nya aku donload aplikasi Suka banyak banget iklan tapi di sini sedikit terus bayak banget lagu lagu nya yang lagi viral pokok nya aku suka banget jadi aku kasih bintang 5,5
"Sebelumya aku suka bgt sama spotify. Tp karena ak ini anak yang tidak suka horor, dan tiba² sering ada iklan horor di sela saya play lagu pakai aplikasi ini. Dan momen pas di rumah sendiri.. malam² jd mls bgt sekarang play lagu pakai spotivy.🙄",3
"spotify skrg banyak iklannya, dan semuanya aja hrs premium. enak dengerin lagu, eh keganti lagu yg lain yang aku gasuka. tolong premiumnya jgn banyak², skrg jadi ga tenang dengerin lagu di spotify.",2
"Sudah bagus tapi masalah bug nya seperti lirik yang bermasalah ""tidak bisa memuat lirik"" lalu untuk iklan di banyak iklan dan jika tidak premium iklan nya mengganggu sekali",2
"Sering mw beli premium tdak bisa,selalu minta coba lagi sampai akhirnya menyerah, tapi kalau tidak premium lagu rekomendasiannya jauh banget dari genre yang di dengar,ga seperti dulu ksih genre yang sejenis,",5
"aplikasinya bagus semua lagu ada,tapi kadang kalo lagi dengerin lagu pake earphone tuh ada iklan horor nya jadi kadang takut kalo dengerin malem'",4
"KEREEEN apk ini juara, juara apk paling mata duitan, Apa apa harus premium. saya ga masalah kalo ada iklan setiap lagunya ganti tapi ini gabole milih lagu mana yg mau diputerin saat itu. Kalo mau banyak duit jualan bahan bahan material aja spotify 🙏",2
"Saya termasuk orang yang tdk suka dengan suatu berbau HOROR. Iklan podcast Spotify sekarang kenapa sering sekali memunculkan iklan horor ya? Ya..walaupun saya memang tdk mendaftar akun premium, tapi setidaknya saya HARAP jangan dehhh terlalu sering memunculkan iklan horor, kerena mungkin bukan saya saja yg merasakan hal ini. Thx",1
Sporty aplikasi nya sudah bagus tapi tolong bagi pengguna yang tidak premium agar bisa mendengarkan lagu sepuasnya tanpa iklan baru sekali iklan sudah ada lagi iklan yang lain tolong iklan yang horor horor di hilangkan saja terlalu seram,3
Awal nya aplikasi nya bagus terus kan ada iklan Spotify premium dan setelah itu saya tidak bisa puter musik lagiih KLO mau denger musik harus beli premium tapi kan percuma beli premium dapet ny cmn sebulan doank saya juga pengen nya gratis pake data seluler geeeh gpp daripada beli premium TERLALU MAKSA BANGEEET,2
"Sekarang spoytify banyak iklan nya mentang"" fiturnya banyak,padahal saya download spoytify cuma buat dengerin lagu ga yg lain,kalo bisa rating 0 sudah saya rating 0,mana iklannya disuruh premium terus, jengkel saya,",1
"Bagus sih bagus,tapi kenapa ga bisa langsung beli premium di app? Itu bikin ribet banget. Ada beberapa misi yang kita selain dapat diskon,tapi harus langsung beli premium di app sedangkan untuk beli di app langsung ga bisa. Tolonglah kesel bangett. DAN KENAPA LIRIK SUKA HILANG?! PLEASE LAH KALO NANYI GA LIAT LIRIK KAYAK KURANG",3
"Menurutku udah bagus cuma minesnya di lirik sama iklan aja Kadang baru 2 lagu langsung iklan biasanya baru 1 lagu udah iklan Kalau di lirik, di beberapa lagu liriknya ngak bisa muncul (tidak dapat memuat lirik) Cuma itu ajasih, lebih diperbaiki lagi yah^^",4
"lirik ngak ada, ngak bisa pilih lagu(dipilih random sama sistem), iklan podcast ngeganggu(terlalu sering), iklan podcast horor² semua, semoga cepat di perbaiki karna ini NGAK LUCU YA!!, bayangin orang lagi santai malah dikasih iklan podcast horor, NGAK NGOTAK!!",1
"apasi spotify sekarang apa-apa premium, kalo iklan doang mah ga masalah lah ini mau dengerin lagu sesuai playlist aja harus premium juga, kadang ngga bisa memuat lirik lagunya.",5
"Banyak bug nya parah, kadang akunya berubah jadi random, internet lancar tapi lama buat ngeload lagunya, playlist kadang ilang/kosong,",3
Teruntuk developer nih Beberapa ada bug di spotify 1. Tiba-tiba spotify beralih offline trus gak bisa dengar 2. Tidak ada lirik lagu Minimal benerin lah bosss!!!! Waktu itu mah bisa dengerin lagu secara bebas Sekarang ribet Apa apa full internet,3
"apa apaan saya buka spotify tpi ngelagnya minta ampun, pdhl wifi saya aman tapi malah loading, trs juga kalau saya mau stop dan play lagu itu lama, trs jyga kalau mau ganti lagu gabisa ke ganti, setelah di diamkan beberapa jam bukannya udh ga loading tpi ini msih loading tolong benerin lah garena",1
Tolong untuk pihak Spotify saya gak bisa login Padahal data saya masih 2gb sama udh buat akun giliran saya mau muter musik gak bisa katanya sedang offline padahal data aktif saya hapus data login ulang malah gak bisa eror aneh saya kasih bintang 4 dulu deh lain kali jangan kaya gitu lagi tolong di perbaiki,4
"Music player kesukaan dari jaman sd!!! Tapi gatau kenapa akhir² ini banyak lirik yg gabisa dilihat, I hope spotify can fix this. Thanks",4
"nooo. Spotify,kalian menurunkan kualitas aplikasi anda,sekarang banyak lagu yang tidak muncul lirik nya padahal di lagu tersebut ada tanda ""lyrics"" tpi lirik tidak muncul sama sekali.",3
"iklan horrornya annoying. i dont mind with ads since im not a premium user, tapi tolong dong iklan yg sudah saya dislike berkali-kali dikurangi munculnya pada akun saya. sangat menggangu. jadi ga enjoy pake spotify sekarang",1
"Saat mendengarkan lagu berdasarkan pencarian, tolong lagu selanjutnya diputar menurut lagu yang dicari, radio lagu terkadang diluar lagu yang dicari, misalnya lagu awalnya rock tiba tiba beda genre, mungkin diputar melalui lagu yang sering didengar ya, tetapi ada saatnya dimana kita mau mendengarkan lagu yang satu genre dengan lagu awal yang dicari.",4
"sbnrnya udah bagus tapi kalo mau denger lagu inggris,dll pas mw liat lirik nya pasti ga bisa selalu ada 'tidak dapat memuat lirik lagu ini'. tolong untuk update ke depan nya lirik untuk lagunya di perbaiki.",1
"Saya suka dengan aplikasi music ini tetapi ada hal yang saya tidak suka, yaitu saat saya mendengar music ada beberapa music yang tidak dapat memuat lirik , tolong di perbaiki, maka akan saya beri rating 5!",4
"Sumpah ini apl kok kek gimana ya, padahal biasanya ya klo lagi ga ada data internet bisa"" aja ini kok malah bikin emosi, selalu nge-lag padahal disini lagi stres""nya butuh hiburan, klo gini terus ya saya cuma bisa kasih segitu, maaf sekali tolong perbaiki dulu yaa",1
"Spotify tu aplikasi music yang bagus, tapi enapa yaa akhir-akhir ini kebanyakan lagu liriknya tidak bisa dimuat? Tolong diperbaiki, terima kasih.",4
"kurangin iklan nya, buat kami pendengar musik terutama yang tidak premium sangat menyangkan hal tersebut. setelah update malah iklan nya semakin banyak",2
"Asli, Spotify udah bagus. Sebenernya ada iklan buat yg ga premium sih wajar wajar aja, tapi bisa ga sih iklannya jangan yang horor😭😭😭 Lagi sendirian di kamar malem malem sambil denger Spotify, eh tiba tiba iklan horor, kan ga asik ya. Gitu deh pokonya",4
"aplikasi lagu yang paling oke dari apk2 lain, karna emg sbagus itu memudahkan kita untuk mendengar lagu dan podcast yg seru asik, dan lucu bintang 5 dehh, tapi untuk iklan please jgn yg horor takut banget😔",5
"suka banget dengerin lagu di spotify, cuman kurang nyaman dengan iklan horor yg membuat saya tidak nyaman terlebih saat memutar lagu di malam hari, harapannya kedepannya jika bisa iklan horornya di hilangkan, dan saya agak bingung dengan spotify yg skrng tidak ada fitur liriknya, entah punya saya yg sperti ini atau memang kebijakan dri pihak spotify nya, saya harap untuk spotify segera mengembalikan fitur lirik, terlebih saya suka dengan lagu inggris, fitur lirik membantu saya untuk bernyanyi.",3
"makin ke sini, appnya bikin makin ilfeel. masa iya harus prem? ga semua org mau bayar cuma demi dengerin lagu. bukan maksudnya rendah, tapi masa iya begini banget gitu? dulu ga harus semuanya prem. sekarang terlalu banyak iklan + lirik di beberapa lagu ga tersedia. banyak problem intinya. sarab aja, mending perbaikin lagi dulu deh..",2
Sebelum nya mohon maaf kepada admin Spotify knapa lagu yg sudah di simpan atau disukai jadi berubah suara penyanyi nya dari sebelum nya mohon di perbaiki lagii 🙏,1
